slot id,date from,date to,tags
248,2010-01-11,2010-01-18,polityka-polska-po-tusk-pis-media-wośp-salon24-owsiak-wybory-haiti-niemcy-zima-palikot-rosja-kaczyński-gdańsk-obyczaje-religia-konstytucja
249,2010-01-14,2010-01-21,polityka-polska-po-pis-wybory-tusk-haiti-salon24-media-ukraina-afera hazardowa-kościół-niemcy-kamiński-kropiwnicki-zima-obyczaje-cba-konstytucja-rysunek satyryczny
250,2010-01-17,2010-01-24,polityka-polska-po-palikot-wybory-afera hazardowa-pis-chlebowski-tusk-media-salon24-ukraina-obyczaje-kościół-komisja śledcza-kamiński-demokracja-logika-cba-rosja
251,2010-01-20,2010-01-27,polityka-polska-po-palikot-tusk-afera hazardowa-media-chlebowski-pis-obyczaje-salon24-niemcy-zima-komisja śledcza-logika-wybory-kościół-komisja-historia-rosja
252,2010-01-23,2010-01-30,polityka-tusk-polska-po-wybory-media-prezydent-pis-wybory prezydenckie-prawie on-line-niemcy-afera hazardowa-zima-salon24-obyczaje-drzewiecki-kultura-historia-premier-rosja
253,2010-01-26,2010-02-02,polityka-tusk-po-polska-wybory-prezydent-pis-wybory prezydenckie-prawie on-line-media-donald tusk-kultura-niemcy-zima-polonia-afera hazardowa-sikorski-emigracja-drzewiecki-premier
254,2010-01-29,2010-02-05,polityka-tusk-po-polska-jaruzelski-wybory-pis-prawie on-line-donald tusk-prezydent-media-afera hazardowa-wybory prezydenckie-historia-niemcy-kultura-polonia-rysunek satyryczny-prl-obyczaje
255,2010-02-01,2010-02-08,polityka-polska-tusk-po-jaruzelski-afera hazardowa-sumiennie ze zrozumieniem-pis-twórczo przepisane-historia-rosja-donald tusk-kaczyński-ukraina-prezydent-wybory-niemcy-obyczaje-rysunek satyryczny-media
256,2010-02-04,2010-02-11,polityka-polska-tusk-po-sumiennie ze zrozumieniem-afera hazardowa-ukraina-twórczo przepisane-wybory-niemcy-rosja-kaczyński-pis-historia-prezydent-media-katyń-obyczaje-putin-janukowycz
257,2010-02-07,2010-02-14,polityka-polska-po-tusk-wybory-niemcy-ukraina-media-historia-sobiesiak-sikorski-pis-kaczyński-afera hazardowa-prezydent-rosja-obyczaje-komorowski-janukowycz-sumiennie ze zrozumieniem
258,2010-02-10,2010-02-17,polityka-polska-po-sikorski-pis-tusk-wybory-kaczyński-niemcy-sobiesiak-media-historia-haki-prezydent-afera hazardowa-rosja-obyczaje-komorowski-vancouver-białoruś
259,2010-02-13,2010-02-20,polityka-polska-po-pis-sikorski-kaczyński-haki-tusk-giertych-wybory-historia-sumiennie ze zrozumieniem-obyczaje-media-niemcy-prezydent-vancouver-rosja-afera hazardowa-cba
260,2010-02-16,2010-02-23,polityka-polska-po-pis-sumiennie ze zrozumieniem-historia-tusk-giertych-kaczyński-kultura-obyczaje-rosja-media-sikorski-niemcy-wybory-haki-twórczo odsłuchane-vancouver-afera hazardowa
261,2010-02-19,2010-02-26,polityka-polska-po-pis-historia-sumiennie ze zrozumieniem-rosja-tusk-media-niemcy-usa-sikorski-obyczaje-wybory-demokracja-haki-kaczyński-kultura-komorowski-prezydent
262,2010-02-22,2010-03-01,polityka-polska-po-pis-sumiennie ze zrozumieniem-historia-rosja-sikorski-media-niemcy-usa-twórczo odsłuchane-wybory-obyczaje-tusk-społeczeństwo-vancouver-demokracja-białoruś-prezydent
263,2010-02-25,2010-03-04,polityka-polska-po-sumiennie ze zrozumieniem-pis-sikorski-media-rosja-historia-twórczo odsłuchane-społeczeństwo-obyczaje-wybory-tusk-niemcy-prawybory-twórczo przepisane-komorowski-prawo-demokracja
264,2010-02-28,2010-03-07,polityka-polska-po-pis-sikorski-media-sumiennie ze zrozumieniem-rosja-niemcy-komorowski-wybory-obyczaje-tusk-twórczo odsłuchane-palikot-prawybory-prawo-historia-twórczo przepisane-prl
265,2010-03-03,2010-03-10,polityka-pis-polska-po-sumiennie ze zrozumieniem-media-sikorski-niemcy-kaczyński-rosja-historia-obyczaje-komorowski-wybory-twórczo odsłuchane-palikot-prawo-twórczo przepisane-tusk-sld
266,2010-03-06,2010-03-13,polityka-pis-polska-sumiennie ze zrozumieniem-po-twórczo odsłuchane-kaczyński-media-tusk-sld-twórczo przepisane-historia-niemcy-komorowski-prawybory-wybory-sikorski-kongres-społeczeństwo-demokracja
267,2010-03-09,2010-03-16,polityka-polska-po-sumiennie ze zrozumieniem-pis-tusk-twórczo przepisane-media-twórczo odsłuchane-komorowski-sld-sikorski-prawybory-niemcy-kaczyński-historia-piłka nożna-rosja-społeczeństwo-wybory
268,2010-03-12,2010-03-19,polityka-po-polska-sumiennie ze zrozumieniem-pis-tusk-media-sikorski-twórczo przepisane-komorowski-prawybory-sld-kaczyński-salon24-piłka nożna-ipn-prezydent-wybory-debata-demokracja
269,2010-03-15,2010-03-22,po-polityka-polska-prawybory-pis-sikorski-tusk-komorowski-media-debata-sumiennie ze zrozumieniem-ipn-wybory-salon24-niemcy-prezydent-demokracja-twórczo przepisane-ue-sld
270,2010-03-18,2010-03-25,po-polityka-polska-prawybory-pis-sikorski-komorowski-debata-tusk-media-wybory-ipn-wiosna-usa-ue-historia-niemcy-wybory prezydenckie-salon24-sumiennie ze zrozumieniem powtórzone
271,2010-03-21,2010-03-28,polityka-po-prawybory-polska-media-sumiennie ze zrozumieniem powtórzone-sikorski-komorowski-debata-wybory-pis-tusk-wybory prezydenckie-salon24-rosja-historia-usa-wiosna-obyczaje-ipn
272,2010-03-24,2010-03-31,polityka-polska-po-prawybory-sumiennie ze zrozumieniem powtórzone-media-rosja-pis-wybory-komorowski-salon24-debata-kościół-demokracja-niemcy-historia-sikorski-tusk-obyczaje-ipn
273,2010-03-27,2010-04-03,polityka-polska-po-rosja-media-sumiennie ze zrozumieniem powtórzone-prawybory-pis-kościół-historia-kultura-jaruzelski-terroryzm-komorowski-wybory-kaczyński-wielkanoc-debata-niemcy-salon24
274,2010-03-30,2010-04-06,polska-polityka-wielkanoc-rosja-kultura-sumiennie ze zrozumieniem powtórzone-historia-media-życzenia-kościół-po-kaczyński-jaruzelski-niemcy-pis-terroryzm-święta-jan paweł ii-salon24-religia
275,2010-04-02,2010-04-09,polityka-polska-katyń-wielkanoc-rosja-sumiennie ze zrozumieniem powtórzone-putin-tusk-media-życzenia-kościół-historia-po-niemcy-jan paweł ii-kultura-pis-święta-salon24-religia
276,2010-04-05,2010-04-12,katyń-polska-katastrofa-polityka-lech kaczyński-prezydent-smoleńsk-tragedia-kaczyński-rosja-sumiennie ze zrozumieniem powtórzone-putin-tusk-media-tragedia w smoleńsku-żałoba-po-pis-historia-kościół
277,2010-04-08,2010-04-15,lech kaczyński-katyń-katastrofa-prezydent-polska-smoleńsk-kaczyński-polityka-tragedia-wawel-żałoba-rosja-media-tragedia w smoleńsku-pogrzeb-po-pis-historia-żałoba narodowa-śmierć
278,2010-04-11,2010-04-18,lech kaczyński-wawel-prezydent-katastrofa-polska-katyń-smoleńsk-kaczyński-polityka-żałoba-tragedia-rosja-pogrzeb-media-żałoba narodowa-tragedia w smoleńsku-historia-pis-po-tragedia narodowa
279,2010-04-14,2010-04-21,wawel-lech kaczyński-polska-polityka-prezydent-smoleńsk-katastrofa-kaczyński-katyń-żałoba-pogrzeb-rosja-żałoba narodowa-media-tragedia-pis-historia-wybory-po-wybory prezydenckie
280,2010-04-17,2010-04-24,polska-polityka-smoleńsk-katastrofa-kaczyński-lech kaczyński-rosja-prezydent-wybory-pis-katyń-pogrzeb-media-żałoba-wawel-historia-wybory prezydenckie-komorowski-jarosław kaczyński-po
281,2010-04-20,2010-04-27,polska-katastrofa-smoleńsk-polityka-wybory-pis-rosja-kaczyński-prezydent-media-lech kaczyński-jarosław kaczyński-komorowski-katyń-wybory prezydenckie-historia-salon24-po-literatura-kultura
282,2010-04-23,2010-04-30,polska-wybory-smoleńsk-polityka-katastrofa-kaczyński-rosja-pis-media-prezydent-jarosław kaczyński-komorowski-po-salon24-wybory prezydenckie-lech kaczyński-kultura-tusk-literatura-katyń
283,2010-04-26,2010-05-03,wybory-polska-polityka-smoleńsk-katastrofa-kaczyński-rosja-media-po-komorowski-pis-jarosław kaczyński-prezydent-wybory prezydenckie-tusk-lech kaczyński-salon24-katyń-solidarni 2010-ipn
284,2010-04-29,2010-05-06,polityka-wybory-smoleńsk-polska-katastrofa-rosja-komorowski-po-media-pis-kaczyński-wybory prezydenckie-prezydent-salon24-jarosław kaczyński-tusk-kultura-historia-muzyka-ipn
285,2010-05-02,2010-05-09,wybory-smoleńsk-polska-polityka-rosja-komorowski-katastrofa-po-pis-kaczyński-media-wybory prezydenckie-prezydent-tusk-kultura-salon24-muzyka-jarosław kaczyński-poezja-wiersz
286,2010-05-05,2010-05-12,wybory-rosja-polityka-komorowski-smoleńsk-polska-kaczyński-po-pis-wybory prezydenckie-katastrofa-media-jarosław kaczyński-tusk-salon24-kultura-prezydent-kampania-muzyka-bronisław komorowski
287,2010-05-08,2010-05-15,wybory-komorowski-kaczyński-polityka-po-wybory prezydenckie-polska-smoleńsk-pis-rosja-jarosław kaczyński-katastrofa-media-tusk-kampania-salon24-prezydent-bronisław komorowski-kultura-wiersz
288,2010-05-11,2010-05-18,wybory-komorowski-kaczyński-po-polityka-wybory prezydenckie-polska-pis-jarosław kaczyński-smoleńsk-tusk-katastrofa-palikot-kampania-bronisław komorowski-salon24-prezydent-media-bartoszewski-rosja
289,2010-05-14,2010-05-21,wybory-komorowski-polityka-po-kaczyński-wybory prezydenckie-polska-tusk-powódź-smoleńsk-pis-jarosław kaczyński-katastrofa-palikot-bartoszewski-salon24-bronisław komorowski-wajda-kampania-prezydent
290,2010-05-17,2010-05-24,wybory-komorowski-powódź-polityka-po-wybory prezydenckie-polska-tusk-kaczyński-smoleńsk-pis-katastrofa-media-salon24-jarosław kaczyński-rosja-kultura-bartoszewski-bronisław komorowski-palikot
291,2010-05-20,2010-05-27,powódź-wybory-polityka-komorowski-polska-tusk-po-wybory prezydenckie-katastrofa-media-smoleńsk-kaczyński-rosja-pis-salon24-kultura-muzyka-literatura-kobieta-poezja
292,2010-05-23,2010-05-30,wybory-polityka-komorowski-powódź-polska-po-smoleńsk-kaczyński-wybory prezydenckie-media-tusk-katastrofa-rosja-pis-salon24-kultura-muzyka-kobieta-literatura-poezja
293,2010-05-26,2010-06-02,wybory-komorowski-polityka-smoleńsk-po-polska-kaczyński-katastrofa-wybory prezydenckie-rosja-media-pis-tusk-powódź-salon24-jarosław kaczyński-kultura-muzyka-prezydent-miłość
294,2010-05-29,2010-06-05,wybory-komorowski-smoleńsk-polityka-katastrofa-polska-kaczyński-po-wybory prezydenckie-tusk-rosja-media-pis-stenogramy-jarosław kaczyński-katastrofa smoleńska-izrael-salon24-kultura-muzyka
295,2010-06-01,2010-06-08,smoleńsk-wybory-komorowski-katastrofa-polityka-polska-kaczyński-wybory prezydenckie-po-tusk-media-rosja-katastrofa smoleńska-stenogramy-salon24-pis-powódź-jarosław kaczyński-kultura-kobieta
296,2010-06-04,2010-06-11,wybory-komorowski-polityka-wybory prezydenckie-po-polska-kaczyński-smoleńsk-media-palikot-katastrofa-pis-powódź-tusk-rosja-salon24-katastrofa smoleńska-jarosław kaczyński-kultura-literatura
297,2010-06-07,2010-06-14,wybory-komorowski-wybory prezydenckie-polityka-po-kaczyński-polska-palikot-pis-debata-smoleńsk-tusk-media-jarosław kaczyński-powódź-katastrofa-bronisław komorowski-rosja-salon24-kampania
298,2010-06-10,2010-06-17,wybory-komorowski-wybory prezydenckie-kaczyński-po-polityka-polska-pis-debata-palikot-tusk-media-jarosław kaczyński-bronisław komorowski-napieralski-prezydent-smoleńsk-salon24-tvp-kultura
299,2010-06-13,2010-06-20,wybory-komorowski-wybory prezydenckie-kaczyński-polityka-po-polska-pis-tusk-debata-jarosław kaczyński-media-salon24-napieralski-prezydent-bronisław komorowski-kultura-smoleńsk-palikot-tvp
300,2010-06-16,2010-06-23,wybory-komorowski-wybory prezydenckie-kaczyński-polityka-po-polska-napieralski-pis-jarosław kaczyński-tusk-prezydent-media-sondaże-bronisław komorowski-salon24-sąd-wybory 2010-sld-kultura
301,2010-06-19,2010-06-26,wybory-komorowski-wybory prezydenckie-kaczyński-polityka-po-polska-napieralski-pis-jarosław kaczyński-sondaże-media-sld-tusk-lewica-prezydent-bronisław komorowski-wybory 2010-mundial-wyniki
302,2010-06-22,2010-06-29,wybory-komorowski-kaczyński-wybory prezydenckie-polityka-po-debata-pis-polska-jarosław kaczyński-tusk-bronisław komorowski-lewica-napieralski-sld-wybory prezydenckie 2010-media-kampania-kampania wyborcza-prezydent
303,2010-06-25,2010-07-02,wybory-komorowski-kaczyński-wybory prezydenckie-debata-polityka-po-pis-polska-jarosław kaczyński-tusk-bronisław komorowski-prezydent-kampania-smoleńsk-media-kampania wyborcza-wybory prezydenckie 2010-palikot-kaczynski
304,2010-06-28,2010-07-05,wybory-komorowski-kaczyński-wybory prezydenckie-debata-polityka-po-polska-pis-jarosław kaczyński-prezydent-bronisław komorowski-tusk-smoleńsk-kampania-media-kaczynski-wybory prezydenckie 2010-historia-rosja
305,2010-07-01,2010-07-08,wybory-komorowski-kaczyński-wybory prezydenckie-polityka-po-prezydent-polska-pis-jarosław kaczyński-palikot-tusk-smoleńsk-bronisław komorowski-debata-media-wybory 2010-katastrofa-niemcy-kampania
306,2010-07-04,2010-07-11,wybory-komorowski-po-polityka-kaczyński-wybory prezydenckie-prezydent-palikot-polska-pis-tusk-smoleńsk-bronisław komorowski-jarosław kaczyński-media-katastrofa-niemcy-wybory 2010-zegar cyka!-schetyna
307,2010-07-07,2010-07-14,polityka-po-komorowski-wybory-palikot-pis-smoleńsk-polska-krzyż-kaczyński-prezydent-tusk-media-katastrofa-katastrofa smoleńska-wybory prezydenckie-niemcy-schetyna-piłka nożna-bronisław komorowski
308,2010-07-10,2010-07-17,polityka-smoleńsk-pis-po-kaczyński-komorowski-polska-krzyż-tusk-wybory-palikot-katastrofa-media-katastrofa smoleńska-prezydent-jarosław kaczyński-historia-piłka nożna-rosja-lech kaczyński
309,2010-07-13,2010-07-20,polityka-smoleńsk-po-kaczyński-pis-polska-media-tusk-komorowski-palikot-katastrofa-krzyż-wybory-katastrofa smoleńska-jarosław kaczyński-grunwald-rosja-historia-europride-salon24
310,2010-07-16,2010-07-23,polityka-smoleńsk-po-pis-palikot-polska-kaczyński-krzyż-media-katastrofa smoleńska-katastrofa-tusk-komorowski-wybory-rosja-historia-jarosław kaczyński-europride-salon24-grunwald
311,2010-07-19,2010-07-26,polityka-smoleńsk-po-pis-palikot-polska-katastrofa-media-krzyż-katastrofa smoleńska-komorowski-kaczyński-tusk-rosja-wybory-macierewicz-historia-kultura-salon24-literatura
312,2010-07-22,2010-07-29,polityka-smoleńsk-pis-po-polska-palikot-katastrofa-media-kaczyński-tusk-katastrofa smoleńska-wybory-komorowski-krzyż-rosja-kultura-macierewicz-historia-muzyka-wiersz
313,2010-07-25,2010-08-01,po-polityka-polska-pis-smoleńsk-tusk-media-kaczyński-katastrofa-podatki-komorowski-wybory-kultura-vat-muzyka-palikot-rząd-historia-wiersz-powstanie warszawskie
314,2010-07-28,2010-08-04,po-polityka-krzyż-polska-powstanie warszawskie-tusk-pis-smoleńsk-komorowski-media-podatki-vat-kaczyński-katastrofa-rząd-historia-muzyka-kultura-warszawa-wybory
315,2010-07-31,2010-08-07,krzyż-polityka-polska-po-powstanie warszawskie-pis-komorowski-smoleńsk-tusk-vat-kaczyński-podatki-prezydent-media-katastrofa-historia-kultura-palikot-rząd-muzyka
316,2010-08-03,2010-08-10,krzyż-polityka-po-polska-pis-komorowski-kaczyński-smoleńsk-tusk-prezydent-vat-media-katastrofa-pałac prezydencki-palikot-rosja-kultura-wybory-historia-podatki
317,2010-08-06,2010-08-13,krzyż-polityka-polska-komorowski-po-pis-kaczyński-smoleńsk-tusk-prezydent-katastrofa-media-tablica-pałac prezydencki-rosja-wybory-historia-pomnik-rząd-kultura
318,2010-08-09,2010-08-16,krzyż-polityka-polska-komorowski-po-pis-kaczyński-tusk-smoleńsk-tablica-media-katastrofa-pomnik-historia-rosja-pałac prezydencki-prezydent-rząd-kultura-katastrofa smoleńska
319,2010-08-12,2010-08-19,krzyż-polityka-komorowski-polska-po-pis-kaczyński-tablica-smoleńsk-tusk-pomnik-historia-rosja-prezydent-media-katastrofa-ossów-rząd-pałac prezydencki-bitwa warszawska
320,2010-08-15,2010-08-22,polityka-polska-komorowski-po-krzyż-pis-tusk-kaczyński-smoleńsk-pomnik-rosja-media-historia-prezydent-palikot-ossów-warszawa-kultura-rząd-katastrofa smoleńska
321,2010-08-18,2010-08-25,polska-polityka-po-pis-kaczyński-komorowski-tusk-migalski-krzyż-smoleńsk-media-rosja-historia-palikot-warszawa-prezydent-rząd-wybory-katastrofa-kultura
322,2010-08-21,2010-08-28,pis-polityka-polska-po-tusk-kaczyński-migalski-komorowski-krzyż-smoleńsk-media-historia-rosja-warszawa-palikot-wybory-kultura-solidarność-podatki-katastrofa
323,2010-08-24,2010-08-31,polityka-polska-po-solidarność-tusk-pis-kaczyński-komorowski-historia-krzyż-smoleńsk-kultura-wybory-media-warszawa-emigracja-literatura-iskry polskości-a elita-salon 24
324,2010-08-27,2010-09-03,solidarność-polityka-polska-kaczyński-po-historia-tusk-pis-komorowski-krzywonos-media-smoleńsk-wybory-kultura-wałęsa-krzyż-rocznica-emigracja-salon 24-a elita
325,2010-08-30,2010-09-06,solidarność-polityka-kaczyński-polska-pis-tusk-po-krzywonos-historia-komorowski-media-migalski-wałęsa-jarosław kaczyński-smoleńsk-kultura-wybory-salon 24-rocznica-rosja
326,2010-09-02,2010-09-09,pis-polityka-polska-kaczyński-po-media-tusk-solidarność-migalski-jarosław kaczyński-smoleńsk-rosja-historia-komorowski-krzywonos-katastrofa-kultura-rząd-religia-niemcy
327,2010-09-05,2010-09-12,pis-polityka-kaczyński-polska-po-media-tusk-smoleńsk-jarosław kaczyński-rosja-komorowski-historia-jakubiak-kultura-katastrofa-warszawa-migalski-solidarność-katastrofa smoleńska-wybory
328,2010-09-08,2010-09-15,pis-polityka-po-polska-kaczyński-media-tusk-smoleńsk-komorowski-rosja-jarosław kaczyński-katastrofa-palikot-jakubiak-historia-krzyż-warszawa-niemcy-wybory-kultura
329,2010-09-11,2010-09-18,polska-polityka-krzyż-po-tusk-rosja-pis-smoleńsk-kaczyński-media-zakajew-komorowski-historia-czeczenia-katastrofa-palikot-wybory-warszawa-rząd-tvn
330,2010-09-14,2010-09-21,polska-krzyż-polityka-po-tusk-rosja-pis-zakajew-smoleńsk-komorowski-kaczyński-czeczenia-media-ktoś to już napisał-historia-salon24-warszawa-wybory-katastrofa-tvn
331,2010-09-17,2010-09-24,polityka-polska-po-tusk-smoleńsk-rosja-pis-zakajew-krzyż-katastrofa-kaczyński-czeczenia-katastrofa smoleńska-media-wybory-komorowski-warszawa-ktoś to już napisał-salon24-historia
332,2010-09-20,2010-09-27,polityka-po-polska-smoleńsk-tusk-pis-katastrofa-kaczyński-rosja-media-katastrofa smoleńska-palikot-wybory-krzyż-warszawa-komorowski-radziszewska-samorząd-jarosław kaczyński-historia
333,2010-09-23,2010-09-30,po-polityka-polska-tusk-pis-smoleńsk-kaczyński-katastrofa-media-rosja-palikot-katastrofa smoleńska-wybory-jarosław kaczyński-warszawa-komorowski-donald tusk-radziszewska-historia-niemcy
334,2010-09-26,2010-10-03,polityka-po-polska-tusk-pis-kaczyński-smoleńsk-palikot-media-rosja-jarosław kaczyński-warszawa-katastrofa-wybory-donald tusk-katastrofa smoleńska-komorowski-demokracja-rząd-salon24
335,2010-09-29,2010-10-06,polityka-palikot-polska-po-tusk-dopalacze-pis-smoleńsk-kaczyński-media-rosja-rząd-warszawa-katastrofa smoleńska-katastrofa-jarosław kaczyński-wybory-donald tusk-prawie on-line-komorowski
336,2010-10-02,2010-10-09,dopalacze-polityka-palikot-tusk-po-polska-pis-media-smoleńsk-kaczyński-rząd-katastrofa smoleńska-warszawa-katastrofa-rosja-komorowski-wybory-prawie on-line-donald tusk-jarosław kaczyński
337,2010-10-05,2010-10-12,polityka-tusk-smoleńsk-po-polska-dopalacze-pis-media-katastrofa smoleńska-palikot-katastrofa-rosja-kaczyński-komorowski-rząd-demokracja-wybory-warszawa-10.10.10-prawie on-line
338,2010-10-08,2010-10-15,polityka-smoleńsk-polska-tusk-po-pis-media-katastrofa smoleńska-katastrofa-kaczyński-dopalacze-komorowski-rosja-palikot-tvn-manipulacja-rząd-jarosław kaczyński-10.10.10-prawie on-line
339,2010-10-11,2010-10-18,polityka-polska-smoleńsk-media-tusk-pis-po-kaczyński-katastrofa smoleńska-katastrofa-komorowski-rząd-rosja-tvn-prawie on-line-salon24-jarosław kaczyński-dopalacze-donald tusk-manipulacja
340,2010-10-14,2010-10-21,polityka-pis-po-polska-media-tusk-kaczyński-smoleńsk-łódź-katastrofa-katastrofa smoleńska-nienawiść-rząd-zamach-komorowski-morderstwo-salon24-podatki-wybory-rosja
341,2010-10-17,2010-10-24,pis-polityka-po-polska-tusk-kaczyński-media-łódź-smoleńsk-komorowski-nienawiść-in vitro-zamach-morderstwo-wybory-katastrofa smoleńska-jarosław kaczyński-katastrofa-rosja-rząd
342,2010-10-20,2010-10-27,polityka-pis-po-polska-kaczyński-media-tusk-smoleńsk-łódź-komorowski-in vitro-katastrofa smoleńska-jarosław kaczyński-wybory-donald tusk-demokracja-rosja-prawie on-line-katastrofa-rząd
343,2010-10-23,2010-10-30,polityka-pis-polska-po-media-smoleńsk-tusk-kaczyński-rosja-wybory-in vitro-katastrofa smoleńska-katastrofa-komorowski-palikot-donald tusk-rząd-jarosław kaczyński-prawie on-line-niesiołowski
344,2010-10-26,2010-11-02,polityka-polska-pis-media-po-smoleńsk-tusk-rosja-kaczyński-katastrofa smoleńska-katastrofa-wybory-komorowski-kultura-prawie on-line-in vitro-palikot-niemcy-wszystkich świętych-niesiołowski
345,2010-10-29,2010-11-05,polityka-polska-media-pis-smoleńsk-po-wybory-tusk-rosja-katastrofa smoleńska-kaczyński-katastrofa-warszawa-kultura-rząd-putin-niemcy-lech kaczyński-prawie on-line-wszystkich świętych
346,2010-11-01,2010-11-08,pis-polityka-polska-kaczyński-po-wybory-media-smoleńsk-tusk-katastrofa smoleńska-kluzik-rostkowska-warszawa-jakubiak-rosja-prawie on-line-komorowski-samorząd-katastrofa-rząd-kultura
347,2010-11-04,2010-11-11,pis-polityka-kaczyński-po-polska-wybory-media-tusk-jakubiak-kluzik-rostkowska-smoleńsk-komorowski-warszawa-prawie on-line-katastrofa smoleńska-samorząd-jarosław kaczyński-rosja-katastrofa-migalski
348,2010-11-07,2010-11-14,pis-polityka-polska-po-kaczyński-media-wybory-tusk-smoleńsk-11 listopada-komorowski-niepodległość-katastrofa smoleńska-faszyzm-warszawa-prawie on-line-jakubiak-święto niepodległości-kluzik-rostkowska-marsz niepodległości
349,2010-11-10,2010-11-17,pis-polityka-polska-po-wybory-kaczyński-tusk-media-smoleńsk-11 listopada-warszawa-faszyzm-komorowski-katastrofa smoleńska-niepodległość-marsz niepodległości-demokracja-patriotyzm-onr-święto niepodległości
350,2010-11-13,2010-11-20,pis-polityka-wybory-po-polska-tusk-kaczyński-media-warszawa-smoleńsk-samorząd-wybory samorządowe-katastrofa smoleńska-salon24-usa-rosja-rząd-macierewicz-komorowski-demokracja
351,2010-11-16,2010-11-23,wybory-pis-polityka-po-polska-kaczyński-tusk-media-wybory samorządowe-samorząd-warszawa-smoleńsk-katastrofa smoleńska-rosja-salon24-usa-prawie on-line-demokracja-rząd-komorowski
352,2010-11-19,2010-11-26,wybory-polityka-pis-polska-po-komorowski-jaruzelski-wybory samorządowe-media-kaczyński-tusk-rosja-rbn-smoleńsk-samorząd-satyra polityczna-pjn-warszawa-prawie on-line-salon24
353,2010-11-22,2010-11-29,polityka-wybory-pis-po-polska-komorowski-jaruzelski-rosja-tusk-pjn-smoleńsk-wybory samorządowe-media-kaczyński-rbn-satyra polityczna-samorząd-usa-prawie on-line-demokracja
354,2010-11-25,2010-12-02,polityka-polska-po-pis-rosja-tusk-wybory-pjn-wikileaks-usa-smoleńsk-media-komorowski-kaczyński-jaruzelski-prawie on-line-warszawa-samorząd-satyra polityczna-rząd
355,2010-11-28,2010-12-05,polityka-polska-po-pis-rosja-tusk-wikileaks-pjn-wybory-usa-media-smoleńsk-zima-kaczyński-komorowski-samorząd-warszawa-wybory samorządowe-katastrofa smoleńska-rząd
356,2010-12-01,2010-12-08,polityka-polska-rosja-po-pis-tusk-wybory-komorowski-smoleńsk-miedwiediew-media-wikileaks-kaczyński-pjn-usa-zima-samorząd-niemcy-katastrofa smoleńska-jaruzelski
357,2010-12-04,2010-12-11,polityka-polska-rosja-komorowski-smoleńsk-tusk-pis-po-wybory-usa-miedwiediew-media-salon24-katastrofa smoleńska-katastrofa-wikileaks-kaczyński-pjn-jaruzelski-prezydent
358,2010-12-07,2010-12-14,polityka-polska-jaruzelski-stan wojenny-komorowski-pis-smoleńsk-tusk-rosja-media-po-usa-pjn-13 grudnia-salon24-katastrofa smoleńska-kaczyński-wikileaks-katastrofa-miedwiediew
359,2010-12-10,2010-12-17,polityka-polska-jaruzelski-stan wojenny-komorowski-pis-smoleńsk-media-tusk-pjn-po-salon24-13 grudnia-kaczyński-usa-katastrofa smoleńska-katastrofa-rosja-historia-s24
360,2010-12-13,2010-12-20,polityka-polska-komorowski-smoleńsk-stan wojenny-jaruzelski-tusk-pis-po-media-rosja-pjn-katastrofa smoleńska-rząd-usa-kaczyński-katastrofa-pkp-13 grudnia-salon24
361,2010-12-16,2010-12-23,polityka-polska-tusk-smoleńsk-po-media-białoruś-rosja-komorowski-pis-kaczyński-katastrofa smoleńska-pkp-rząd-wybory-pjn-kolej-boże narodzenie-katastrofa-demokracja
362,2010-12-19,2010-12-26,polska-boże narodzenie-tusk-polityka-smoleńsk-białoruś-święta-media-życzenia-kaczyński-po-pis-rosja-wigilia-komorowski-wybory-katastrofa smoleńska-pkp-łukaszenka-demokracja
363,2010-12-22,2010-12-29,boże narodzenie-polska-tusk-polityka-życzenia-święta-smoleńsk-media-po-pis-kaczyński-rosja-wigilia-katastrofa smoleńska-białoruś-komorowski-rząd-opowieści wigilijne-pkp-usa
364,2010-12-25,2011-01-01,polska-tusk-polityka-smoleńsk-po-media-pis-rząd-komorowski-rosja-nowy rok-życzenia-katastrofa smoleńska-ofe-boże narodzenie-2010-kaczyński-katastrofa-tvp-podatki
365,2010-12-28,2011-01-04,polska-tusk-polityka-po-smoleńsk-media-nowy rok-pis-komorowski-ofe-rząd-katastrofa smoleńska-katastrofa-rosja-życzenia-2010-2011-prezydent-kaczyński-wybory
366,2010-12-31,2011-01-07,polityka-tusk-polska-po-smoleńsk-nowy rok-media-pis-komorowski-rząd-katastrofa smoleńska-ofe-katastrofa-co wy na to?-gross-2011-rosja-wybory-pkp-życzenia
367,2011-01-03,2011-01-10,polityka-tusk-polska-po-smoleńsk-media-rząd-wośp-pis-mgła-katastrofa smoleńska-katastrofa-ofe-owsiak-kaczyński-premier-wybory-donald tusk-pkp-gross
368,2011-01-06,2011-01-13,smoleńsk-tusk-polityka-polska-mak-po-katastrofa smoleńska-raport mak-katastrofa-wośp-rosja-rząd-media-pis-owsiak-raport-kaczyński-donald tusk-komorowski-mgła
369,2011-01-09,2011-01-16,smoleńsk-mak-tusk-raport mak-katastrofa smoleńska-polska-polityka-katastrofa-rosja-po-raport-media-pis-donald tusk-komorowski-wośp-rząd-smolensk-kaczyński-premier
370,2011-01-12,2011-01-19,smoleńsk-mak-tusk-raport mak-katastrofa smoleńska-polska-katastrofa-polityka-rosja-raport-media-komorowski-pis-po-kaczyński-donald tusk-rząd-putin-smolensk-premier
